,longitude,latitude,elevation
18180,135.307029,-27.649601,128.013
18181,135.311973,-27.650085,122.603
18182,135.319103,-27.649972,124.694
18183,135.326687,-27.65066,124.748
18184,135.334936,-27.650236,125.55
18185,135.342824,-27.650299,126.957
18186,135.34983,-27.650145,129.004
18187,135.357384,-27.65004,126.434
18188,135.364896,-27.650042,135.029
18189,135.373504,-27.649685,117.121
18190,135.381011,-27.650158,119.238
18191,135.388832,-27.649868,121.231
18192,135.395324,-27.650194,107.88
18193,135.40344,-27.64974,101.269
18194,135.410536,-27.649548,99.907
18195,135.41882,-27.649674,100.622
18196,135.425772,-27.650062,110.427
18197,135.433841,-27.649835,115.031
18198,135.441453,-27.649478,124.271
18199,135.448701,-27.650011,162.993
18200,135.457129,-27.649919,136.66
18201,135.464582,-27.649661,127.028
18202,135.471022,-27.649635,129.938
18203,135.471955,-27.6428,124.961
18204,135.463823,-27.642953,130.523
18205,135.456043,-27.643028,127.173
18206,135.448263,-27.642906,137.424
18207,135.440506,-27.642798,125.361
18208,135.433011,-27.643577,108.676
18209,135.425676,-27.642676,102.458
18210,135.417856,-27.642939,100.766
18211,135.410972,-27.642978,101.589
18212,135.402715,-27.643151,107.839
18213,135.396331,-27.643084,107.942
18214,135.395304,-27.657274,101.915
18215,135.404077,-27.656974,99.072
18216,135.410709,-27.656471,99.19
18217,135.418293,-27.656769,112.282
18218,135.425771,-27.656703,111.099
18219,135.433921,-27.657058,142.814
18220,135.441134,-27.657592,131.03
18221,135.448828,-27.6569,142.297
18222,135.456144,-27.656986,136.876
18223,135.46377,-27.656592,141.832
18224,135.471512,-27.656752,148.71
18225,135.471419,-27.663286,147.848
18226,135.463885,-27.663419,154.556
18227,135.456163,-27.662934,162.561
18228,135.448762,-27.663134,154.436
18229,135.441954,-27.663304,162.101
18230,135.433139,-27.663591,119.857
18231,135.425905,-27.663464,112.384
18232,135.417674,-27.663411,111.591
18233,135.410487,-27.663562,103.735
18234,135.403375,-27.663485,98.691
18235,135.394839,-27.663398,98.542
18236,135.387744,-27.663313,100.688
18237,135.380125,-27.663647,103.887
18238,135.372483,-27.663605,109.237
18239,135.365271,-27.663484,113.402
18240,135.34996,-27.663656,117.753
18241,135.342046,-27.663631,115.503
18242,135.334001,-27.663701,122.024
18243,135.326144,-27.663815,117.224
18244,135.319414,-27.663672,119.585
18245,135.311026,-27.663845,118.033
18246,135.304417,-27.66375,115.725
18247,135.29625,-27.663882,123.526
18248,135.288945,-27.663885,120.724
18249,135.281545,-27.663911,116.303
18250,135.273795,-27.663833,113.179
18251,135.266096,-27.663763,119.915
18252,135.258732,-27.663919,129.843
18253,135.25098,-27.663846,120.232
18254,135.243259,-27.663858,119.429
18255,135.235905,-27.663851,119.757
18256,135.227798,-27.66385,118.636
18257,135.219834,-27.664384,125.358
18258,135.212737,-27.66375,126.575
18259,135.20478,-27.664121,134.587
18260,135.197746,-27.664126,136.127
18261,135.189567,-27.664169,140.697
18262,135.182848,-27.663964,138.324
18263,135.174747,-27.664001,153.208
18264,135.167636,-27.664079,140.52
18265,135.159447,-27.663976,136.715
18266,135.152291,-27.664071,141.161
18267,135.144637,-27.664023,134.8
18268,135.136729,-27.664065,131.384
18269,135.136955,-27.657209,141.728
18270,135.144758,-27.657141,152.048
18271,135.152329,-27.657106,148.175
18272,135.159857,-27.65754,158.894
18273,135.167804,-27.657319,154.128
18274,135.174896,-27.657904,159.157
18275,135.182469,-27.657347,150.825
18276,135.190195,-27.657309,142.048
18277,135.197807,-27.657437,135.5
18278,135.205606,-27.6572,146.605
18279,135.21315,-27.657146,140.019
18280,135.220544,-27.657167,133.601
18281,135.227747,-27.657684,126.212
18282,135.235688,-27.657262,127.434
18283,135.243608,-27.657192,122.914
18284,135.250988,-27.657196,133.852
18285,135.258846,-27.657371,123.196
18286,135.266213,-27.657397,114.804
18287,135.273843,-27.657141,120.644
18288,135.281252,-27.657237,126.431
18289,135.289035,-27.657456,121.689
18290,135.29649,-27.657129,129.351
18291,135.304079,-27.65719,116.978
18292,135.312274,-27.657153,119.998
18293,135.319613,-27.657328,115.427
18294,135.327168,-27.657034,124.298
18295,135.334454,-27.656992,131.541
18296,135.342457,-27.65712,121.495
18297,135.349825,-27.65716,117.545
18298,135.357462,-27.656898,120.154
18299,135.365291,-27.656765,116.14
18300,135.373406,-27.657079,111.108
18301,135.380664,-27.656963,111.503
18302,135.387641,-27.656689,107.008
18303,135.387606,-27.670531,98.325
18304,135.379717,-27.670877,101.953
18305,135.371654,-27.670709,105.446
18306,135.36539,-27.670564,111.283
18307,135.349997,-27.671196,111.998
18308,135.342029,-27.670586,118.808
18309,135.334988,-27.670547,113.46
18310,135.326039,-27.670607,110.289
18311,135.31982,-27.670563,112.758
18312,135.311929,-27.670312,110.789
18313,135.303766,-27.670281,117.693
18314,135.296331,-27.670643,112.889
18315,135.288504,-27.670837,111.732
18316,135.280315,-27.670999,111.019
18317,135.273387,-27.670883,116.835
18318,135.265523,-27.670454,116.309
18319,135.258416,-27.670102,115.973
18320,135.250728,-27.670616,117.002
18321,135.242515,-27.670522,121.684
18322,135.235387,-27.671049,114.252
18323,135.227807,-27.670833,120.273
18324,135.219652,-27.670974,120.165
18325,135.212552,-27.670764,128.458
18326,135.205409,-27.670859,126.529
18327,135.197441,-27.670819,137.451
18328,135.18981,-27.670809,127.322
18329,135.181734,-27.670182,132.305
18330,135.174997,-27.670918,143.129
18331,135.166555,-27.670544,135.63
18332,135.159704,-27.670839,125.254
18333,135.151643,-27.670562,128.65
18334,135.143801,-27.671158,131.684
18335,135.136551,-27.670975,129.345
18336,135.137377,-27.677892,128.225
18337,135.137249,-27.684915,132.57
18338,135.136989,-27.690884,129.032
18339,135.137257,-27.697917,127.774
18340,135.137646,-27.704503,123.76
18341,135.137077,-27.71179,120.958
18342,135.144823,-27.711295,114.389
18343,135.144847,-27.704597,117.812
18344,135.144721,-27.698489,120.133
18345,135.144674,-27.69114,124.8
18346,135.144217,-27.684071,122.855
18347,135.144395,-27.677571,124.206
18348,135.152758,-27.677651,121.985
18349,135.160721,-27.677942,118.441
18350,135.16808,-27.67699,121.641
18351,135.174931,-27.677558,131.917
18352,135.182562,-27.677415,121.28
18353,135.190213,-27.677896,120.251
18354,135.197923,-27.677816,131.455
18355,135.205543,-27.677562,122.586
18356,135.213543,-27.676984,131.242
18357,135.221324,-27.677794,118.911
18358,135.228185,-27.677527,119.732
18359,135.235578,-27.676672,113.45
18360,135.243632,-27.677183,114.94
18361,135.251777,-27.677129,113.278
18362,135.259239,-27.677763,112.302
18363,135.265944,-27.677403,116.405
18364,135.273555,-27.677632,118.458
18365,135.281624,-27.677217,116.034
18366,135.288857,-27.677617,107.277
18367,135.296614,-27.677936,109.418
18368,135.304182,-27.677372,112.443
18369,135.312254,-27.677036,109.381
18370,135.319868,-27.677152,111.438
18371,135.327622,-27.676902,107.702
18372,135.334887,-27.677296,117.43
18373,135.342636,-27.676736,114.571
18374,135.350014,-27.677202,109.896
18375,135.358135,-27.676787,105.914
18376,135.365063,-27.676866,104.647
18377,135.373138,-27.677132,101.179
18378,135.380528,-27.677199,100.917
18379,135.388162,-27.677601,96.911
18380,135.395555,-27.676644,97.917
18381,135.394932,-27.669764,98.312
18382,135.395619,-27.684152,99.81
18383,135.395555,-27.690747,99.646
18384,135.39553,-27.697973,103.425
18385,135.395364,-27.704689,103.067
18386,135.387332,-27.704042,96.547
18387,135.388017,-27.696985,96.742
18388,135.388082,-27.690432,95.725
18389,135.387734,-27.683645,96.354
18390,135.37986,-27.683621,103.683
18391,135.372492,-27.683808,99.196
18392,135.364293,-27.684102,104.414
18393,135.357028,-27.683871,102.324
18394,135.34986,-27.683944,103.74
18395,135.341979,-27.683978,107.58
18396,135.334885,-27.68402,105.684
18397,135.326453,-27.683939,108.306
18398,135.310879,-27.684058,109.847
18399,135.304543,-27.68411,109.253
18400,135.296847,-27.684144,108.601
18401,135.289001,-27.684029,110.225
18402,135.281261,-27.6841,116.455
18403,135.273488,-27.684112,112.738
18404,135.265784,-27.684106,114.982
18405,135.319405,-27.684089,107.12
18406,135.250964,-27.684392,110.609
18407,135.244081,-27.684053,111.022
18408,135.235861,-27.684172,113.019
18409,135.227916,-27.684284,121.248
18410,135.220608,-27.683971,124.306
18411,135.212499,-27.684272,138.833
18412,135.205083,-27.684335,122.714
18413,135.197389,-27.684351,130.45
18414,135.189461,-27.684295,118.066
18415,135.182164,-27.68425,113.891
18416,135.17518,-27.684497,115.113
18417,135.167527,-27.684287,119.34
18418,135.159406,-27.684269,125.253
18419,135.152091,-27.684227,123.765
18420,135.152162,-27.691188,120.222
18421,135.159752,-27.691287,122.877
18422,135.166873,-27.691249,116.809
18423,135.17512,-27.690989,109.579
18424,135.183281,-27.691102,111.686
18425,135.190294,-27.69112,113.107
18426,135.197936,-27.69096,114.617
18427,135.205233,-27.690951,124.109
18428,135.212911,-27.690943,120.787
18429,135.220621,-27.69111,115.599
18430,135.228205,-27.691111,111.741
18431,135.235743,-27.691038,113.011
18432,135.243472,-27.691076,115.917
18433,135.251622,-27.690979,109.814
18434,135.258855,-27.690751,107.517
18435,135.266343,-27.691056,111.619
18436,135.273953,-27.691026,112.648
18437,135.281533,-27.691,112.03
18438,135.289552,-27.690924,104.746
18439,135.297075,-27.691073,111.351
18440,135.3047,-27.690903,105.957
18441,135.311753,-27.690985,108.755
18442,135.319857,-27.69092,104.057
18443,135.327371,-27.69088,106.931
18444,135.334537,-27.690833,105.451
18445,135.343061,-27.690896,103.843
18446,135.35032,-27.690956,100.234
18447,135.357303,-27.690806,103.133
18448,135.365226,-27.690163,98.288
18449,135.372492,-27.690757,96.901
18450,135.380238,-27.690772,95.878
18451,135.379982,-27.698314,95.444
18452,135.372152,-27.697057,98.671
18453,135.364748,-27.697295,96.658
18454,135.35703,-27.697476,101.531
18455,135.349621,-27.697566,104.689
18456,135.341893,-27.697642,106.589
18457,135.334119,-27.697571,103.271
18458,135.326766,-27.697474,100.085
18459,135.319368,-27.697617,102.431
18460,135.311617,-27.697535,101.817
18461,135.304295,-27.697572,107.503
18462,135.296937,-27.697702,103.252
18463,135.289753,-27.697555,105.738
18464,135.281408,-27.697645,108.035
18465,135.273596,-27.697631,109.23
18466,135.265391,-27.697707,108.8
18467,135.258376,-27.697609,105.967
18468,135.250766,-27.697745,108.67
18469,135.243781,-27.697879,108.361
18470,135.235057,-27.697712,110.141
18471,135.227857,-27.697683,109.045
18472,135.221362,-27.698291,112.808
18473,135.213203,-27.697907,111.034
18474,135.205169,-27.697854,116.804
18475,135.197178,-27.697962,113.738
18476,135.190192,-27.697882,110.344
18477,135.182805,-27.697675,107.846
18478,135.174642,-27.697967,109.478
18479,135.166909,-27.697742,112.905
18480,135.158784,-27.698056,115.287
18481,135.152278,-27.697973,114.124
18482,135.152337,-27.704745,113.941
18483,135.15964,-27.704723,109.771
18484,135.167732,-27.70459,110.992
18485,135.174831,-27.704556,105.624
18486,135.182393,-27.704686,105.285
18487,135.190061,-27.70469,107.546
18488,135.198198,-27.704523,110.511
18489,135.205598,-27.704604,107.918
18490,135.213048,-27.704588,107.391
18491,135.220644,-27.704539,106.057
18492,135.228326,-27.70464,105.747
18493,135.235906,-27.704628,105.03
18494,135.243679,-27.704551,103.86
18495,135.251029,-27.704551,103.782
18496,135.25894,-27.704547,103.925
18497,135.26627,-27.704484,106.098
18498,135.274038,-27.704416,104.8
18499,135.281764,-27.704538,104.217
18500,135.289107,-27.704512,106.304
18501,135.296678,-27.704473,100.731
18502,135.304742,-27.704354,98.962
18503,135.402749,-27.636737,110.204
18504,135.394428,-27.637518,118.885
18505,135.386611,-27.636806,122.798
18506,135.37223,-27.636541,133.981
18507,135.364827,-27.636708,134.991
18508,135.356905,-27.636663,143.228
18509,135.349297,-27.63689,144.638
18510,135.341402,-27.636722,137.335
18511,135.333904,-27.636762,139.307
18512,135.326107,-27.637011,140.147
18513,135.319022,-27.636304,139.611
18514,135.310556,-27.636465,127.124
18515,135.304084,-27.637324,125.548
18516,135.295548,-27.636592,137.53
18517,135.288915,-27.636831,144.498
18518,135.280581,-27.636854,137.772
18519,135.273467,-27.63638,131.808
18520,135.265951,-27.63703,130.324
18521,135.258676,-27.636873,129.319
18522,135.25031,-27.636531,128.45
18523,135.243034,-27.636898,139.841
18524,135.227702,-27.637357,136.99
18525,135.211953,-27.636516,151.927
18526,135.198512,-27.636753,157.174
18527,135.182536,-27.636749,175.629
18528,135.166806,-27.63676,212.028
18529,135.151123,-27.636393,200.352
18530,135.136327,-27.636943,164.071
18531,135.121473,-27.636481,159.819
18532,135.106615,-27.636468,152.286
18533,135.106709,-27.62391,197.746
18534,135.091087,-27.623259,157.033
18535,135.083037,-27.623382,148.803
18536,135.076145,-27.623385,143.997
18537,135.068252,-27.623163,146.553
18538,135.059876,-27.623375,150.781
18539,135.052153,-27.62399,151.666
18540,135.045887,-27.623307,161.323
18541,135.03726,-27.622944,176.019
18542,135.030344,-27.62332,164.873
18543,135.030614,-27.616585,176.106
18544,135.02258,-27.616853,178.377
18545,135.014768,-27.616763,176.841
18546,135.006827,-27.616762,176.33
18547,134.999868,-27.616545,175.053
18548,134.991952,-27.616557,176.765
18549,134.984971,-27.616766,180.26
18550,134.977317,-27.616725,185.938
18551,135.038872,-27.616615,172.483
18552,135.0458,-27.616502,170.407
18553,135.052417,-27.616077,165.825
18554,135.060977,-27.616362,154.377
18555,135.068484,-27.616381,149.888
18556,135.075469,-27.616678,149.643
18557,135.083904,-27.616606,154.728
18558,135.09133,-27.616607,168.202
18559,135.098997,-27.61662,175.419
18560,135.121675,-27.623287,198.108
18561,135.136774,-27.623756,199.176
18562,135.15286,-27.623307,194.422
18563,135.16735,-27.623483,197.735
18564,135.182733,-27.623081,197.911
18565,135.199567,-27.623996,166.826
18566,135.213285,-27.623063,146.364
18567,135.227595,-27.623259,153.851
18568,135.243247,-27.629634,133.622
18569,135.251481,-27.629496,131.168
18570,135.258726,-27.629954,127.271
18571,135.266237,-27.62959,140.009
18572,135.273436,-27.630098,146.54
18573,135.28199,-27.629879,144.116
18574,135.28868,-27.629886,143.22
18575,135.296922,-27.629557,140.07
18576,135.304135,-27.629566,137.262
18577,135.312141,-27.629666,128.734
18578,135.319237,-27.629594,131.539
18579,135.32718,-27.630002,140.367
18580,135.334664,-27.629821,147.363
18581,135.341961,-27.630223,146.203
18582,135.349647,-27.630502,147.204
18583,135.357234,-27.630054,145.901
18584,135.364957,-27.629529,160.391
18585,135.373096,-27.631163,169.203
18586,135.380976,-27.629877,173.603
18587,135.388364,-27.629752,128.917
18588,135.39577,-27.629476,123.092
18589,135.402826,-27.629665,114.253
18590,135.411222,-27.629483,111.386
18591,135.418207,-27.629501,106.184
18592,135.419046,-27.623741,111.87
18593,135.410041,-27.622667,112.413
18594,135.402661,-27.622641,117.065
18595,135.395838,-27.623047,131.706
18596,135.386821,-27.622673,123.805
18597,135.379653,-27.623099,130.561
18598,135.372105,-27.62281,138.173
18599,135.364449,-27.622847,159.121
18600,135.357145,-27.62316,171.582
18601,135.349944,-27.623084,173.253
18602,135.341371,-27.623669,164.928
18603,135.334709,-27.623052,156.576
18604,135.326719,-27.623092,139.266
18605,135.319309,-27.62317,138.371
18606,135.311672,-27.622871,137.171
18607,135.303968,-27.623234,134.953
18608,135.295591,-27.623225,138.229
18609,135.28836,-27.623273,152.393
18610,135.280769,-27.623322,146.721
18611,135.273436,-27.623367,154.914
18612,135.266139,-27.622784,138.139
18613,135.257953,-27.623292,128.722
18614,135.250425,-27.622594,132.039
18615,135.243365,-27.623407,145.218
18616,135.235615,-27.616674,144.73
18617,135.243062,-27.616625,140.267
18618,135.251377,-27.616602,134.935
18619,135.258651,-27.616626,132.669
18620,135.266873,-27.616438,146.535
18621,135.273741,-27.616508,154.869
18622,135.281234,-27.616576,157.821
18623,135.28893,-27.616778,152.29
18624,135.296509,-27.616868,159.626
18625,135.304224,-27.616377,138.07
18626,135.312013,-27.61638,142.093
18627,135.319734,-27.616391,150.532
18628,135.327193,-27.616482,147.976
18629,135.334711,-27.616289,147.583
18630,135.342149,-27.616262,153.835
18631,135.349832,-27.616143,150.725
18632,135.357004,-27.616259,147.95
18633,135.364383,-27.616359,147.233
18634,135.372357,-27.616357,154.117
18635,135.380165,-27.616164,144.194
18636,135.388411,-27.616655,128.433
18637,135.39538,-27.616265,129.112
18638,135.402697,-27.616177,123.322
18639,135.409881,-27.615945,133.211
18640,135.418151,-27.616166,118.519
18641,135.418195,-27.609216,119.336
18642,135.410542,-27.609382,122.023
18643,135.402901,-27.60942,130.99
18644,135.39518,-27.609054,140.387
18645,135.387519,-27.609463,144.615
18646,135.380089,-27.609322,148.292
18647,135.371723,-27.609077,143.587
18648,135.365019,-27.609366,142.394
18649,135.3574,-27.609524,143.658
18650,135.348709,-27.60961,140.811
18651,135.341663,-27.609521,143.386
18652,135.334433,-27.609658,145.252
18653,135.326978,-27.609552,147.216
18654,135.319047,-27.609624,154.249
18655,135.310842,-27.609752,153.811
18656,135.303592,-27.609453,150.097
18657,135.295818,-27.609515,154.681
18658,135.289806,-27.609559,163.237
18659,135.281408,-27.609822,200.868
18660,135.273767,-27.609371,187.352
18661,135.266128,-27.609821,178.982
18662,135.258317,-27.60963,157.152
18663,135.250644,-27.609779,136.995
18664,135.243328,-27.609695,146.307
18665,135.235675,-27.609813,180.368
18666,135.22857,-27.609588,162.518
18667,135.212948,-27.609454,192.981
18668,135.197383,-27.609921,188.552
18669,135.182538,-27.609784,189.427
18670,135.167205,-27.609828,191.374
18671,135.152077,-27.609883,184.372
18672,135.135876,-27.60994,177.382
18673,135.122072,-27.60987,182.578
18674,135.113948,-27.609982,185.591
18675,135.10555,-27.60924,171.072
18676,135.098583,-27.609964,167.74
18677,135.091165,-27.609964,166.734
18678,135.083159,-27.609827,164.704
18679,135.076031,-27.609987,157.459
18680,135.067738,-27.609829,158.63
18681,135.061047,-27.610144,169.346
18682,135.052604,-27.610052,168.532
18683,135.045504,-27.610095,169.116
18684,135.030275,-27.609859,173.081
18685,135.022543,-27.609999,174.006
18686,135.014689,-27.609856,172.479
18687,135.007962,-27.609893,172.754
18688,135.42581,-27.602342,114.564
18689,135.417494,-27.6024,113.581
18690,135.41039,-27.602733,122.147
18691,135.402007,-27.602634,136.352
18692,135.394372,-27.602749,136.354
18693,135.387119,-27.602914,142.047
18694,135.380456,-27.602469,143.59
18695,135.371783,-27.602556,136.038
18696,135.364486,-27.602357,143.975
18697,135.356844,-27.60252,157.461
18698,135.350078,-27.602953,161.47
18699,135.341653,-27.602746,146.87
18700,135.334262,-27.602688,149.178
18701,135.326686,-27.603113,149.198
18702,135.319433,-27.602896,156.881
18703,135.311505,-27.602943,162.182
18704,135.304346,-27.602438,171.187
18705,135.296416,-27.602431,176.766
18706,135.288391,-27.602828,184.146
18707,135.281078,-27.602981,199.46
18708,135.273484,-27.602962,190.244
18709,135.265216,-27.602947,180.786
18710,135.258394,-27.603505,177.979
18711,135.250402,-27.602919,138.544
18712,135.242762,-27.602828,145.862
18713,135.234984,-27.603593,179.367
18714,135.228382,-27.602946,183.957
18715,135.12214,-27.603319,175.632
18716,135.11375,-27.603172,171.478
18717,135.106259,-27.60305,172.306
18718,135.098162,-27.603126,168.929
18719,135.091155,-27.603136,164.822
18720,135.083414,-27.602898,162.782
18721,135.076295,-27.603266,165.754
18722,135.067759,-27.603084,164.85
18723,135.060665,-27.603005,165.993
18724,135.05292,-27.603479,166.146
18725,135.045528,-27.6028,167.56
18726,135.036782,-27.602744,168.811
18727,135.029362,-27.602997,169.6
18728,135.022209,-27.603183,170.669
18729,135.015382,-27.602762,172.437
18730,135.000269,-27.609985,176.601
18731,134.992021,-27.609733,181.14
18732,134.984698,-27.609155,183.513
18733,134.977079,-27.609858,182.86
18734,134.969152,-27.609862,181.364
18735,135.007608,-27.60325,175.934
18736,135.000186,-27.603263,177.91
18737,134.991892,-27.603066,180.678
18738,134.984005,-27.602988,182.117
18739,134.977233,-27.603081,180.798
18740,134.969574,-27.603249,178.775
18741,134.961736,-27.603193,179.479
18742,134.954088,-27.60361,179.233
18743,134.954328,-27.596432,171.729
18744,134.946454,-27.596389,172.654
18745,134.938558,-27.596552,173.53
18746,134.961911,-27.596309,178.665
18747,134.969818,-27.596971,174.256
18748,134.978028,-27.596134,177.509
18749,134.984845,-27.59622,177.68
18750,134.992631,-27.596949,176.607
18751,135.000833,-27.596307,174.47
18752,135.007904,-27.596772,172.825
18753,135.015618,-27.596484,171.524
18754,135.023701,-27.596523,169.085
18755,135.03051,-27.596422,168.643
18756,135.038105,-27.596489,167.499
18757,135.04582,-27.596621,166.521
18758,135.053769,-27.596711,165.489
18759,135.061587,-27.595739,163.477
18760,135.068553,-27.596531,161.703
18761,135.075994,-27.596251,161.724
18762,135.083857,-27.59672,161.058
18763,135.092092,-27.595892,161.391
18764,135.099302,-27.596203,164.882
18765,135.106594,-27.59637,170.492
18766,135.113874,-27.596099,170.829
18767,135.122075,-27.596351,168.219
18768,135.130185,-27.596396,178.57
18769,135.137461,-27.59649,175.254
18770,135.151663,-27.596325,176.597
18771,135.166932,-27.596192,190.549
18772,135.182597,-27.595824,191.065
18773,135.197239,-27.595782,173.821
18774,135.213262,-27.595962,183.477
18775,135.227823,-27.596282,187.163
18776,135.235502,-27.596349,178.737
18777,135.243682,-27.595262,174.599
18778,135.250902,-27.596456,140.097
18779,135.258226,-27.596241,174.321
18780,135.2663,-27.595796,177.515
18781,135.273378,-27.596532,188.024
18782,135.281052,-27.596123,199.411
18783,135.289803,-27.596398,182.354
18784,135.296431,-27.595818,173.119
18785,135.432912,-27.595025,106.532
18786,135.42526,-27.595776,108.44
18787,135.417944,-27.595805,112.953
18788,135.410122,-27.595541,125.379
18789,135.402896,-27.595807,129.995
18790,135.394377,-27.595659,132.039
18791,135.387149,-27.595817,135.721
18792,135.380173,-27.59579,138.957
18793,135.371603,-27.596004,130.729
18794,135.364219,-27.595171,151.289
18795,135.356448,-27.595995,158.446
18796,135.349539,-27.595915,154.384
18797,135.341892,-27.595953,159.433
18798,135.334442,-27.596209,160.201
18799,135.326385,-27.596105,151.807
18800,135.318813,-27.595886,158.309
18801,135.310905,-27.595958,171.852
18802,135.304001,-27.596107,164.619
18803,135.296269,-27.58894,161.319
18804,135.287737,-27.589814,187.34
18805,135.280482,-27.589322,186.899
18806,135.273621,-27.589404,187.469
18807,135.265848,-27.589552,179.063
18808,135.258359,-27.589444,175.294
18809,135.250661,-27.589371,176.53
18810,135.243506,-27.589657,153.179
18811,135.235463,-27.589594,180.822
18812,135.228224,-27.589423,188.576
18813,135.220331,-27.589403,182.698
18814,135.144404,-27.589661,168.262
18815,135.136557,-27.589614,169.149
18816,135.128763,-27.589675,172.663
18817,135.121861,-27.589597,166.816
18818,135.113849,-27.589705,170.67
18819,135.10595,-27.589679,160.276
18820,135.097832,-27.589776,159.108
18821,135.091748,-27.589638,159.329
18822,135.083311,-27.589707,161.907
18823,135.076016,-27.589641,162.653
18824,135.068152,-27.589645,163.908
18825,135.060652,-27.589629,164.472
18826,135.053194,-27.58951,165.408
18827,135.045708,-27.58963,166.704
18828,135.038042,-27.589191,167.583
18829,135.030295,-27.589565,168.776
18830,135.02269,-27.589758,170.23
18831,135.015107,-27.589718,170.794
18832,135.007432,-27.5897,172.28
18833,134.999765,-27.589437,172.95
18834,134.991968,-27.58964,174.242
18835,134.984799,-27.589696,174.599
18836,134.977082,-27.589572,173.602
18837,134.969864,-27.589622,176.131
18838,134.96203,-27.589692,170.737
18839,134.954541,-27.589532,170.75
18840,134.946534,-27.589629,173.107
18841,134.939535,-27.589611,174.757
18842,134.931496,-27.589614,175.774
18843,134.923842,-27.589699,175.365
18844,134.915924,-27.58334,174.101
18845,134.92374,-27.582842,172.999
18846,134.931881,-27.582963,172.515
18847,134.939317,-27.582819,172.027
18848,134.947056,-27.583177,171.74
18849,134.954711,-27.582994,170.067
18850,134.961851,-27.582998,168.937
18851,134.969678,-27.58292,170.428
18852,134.977204,-27.582849,171.958
18853,134.984723,-27.583012,171.478
18854,134.992473,-27.582674,172.009
18855,135.000183,-27.583024,171.367
18856,135.007804,-27.582888,170.951
18857,135.015548,-27.582836,170.272
18858,135.022739,-27.582962,169.839
18859,135.0302,-27.583031,168.758
18860,135.038167,-27.582969,167.07
18861,135.045851,-27.582598,166.252
18862,135.053298,-27.582847,165.168
18863,135.060611,-27.58294,164.82
18864,135.068475,-27.582966,163.26
18865,135.076492,-27.582207,162.015
18866,135.083729,-27.582838,161.054
18867,135.091276,-27.5828,160.338
18868,135.099006,-27.582838,159.02
18869,135.106051,-27.582769,157.272
18870,135.114276,-27.582868,161.722
18871,135.12206,-27.582822,163.411
18872,135.129181,-27.583004,165.583
18873,135.136779,-27.582793,164.651
18874,135.144829,-27.582877,168.518
18875,135.151943,-27.582845,180.319
18876,135.606874,-27.466687,198.776
18877,135.608076,-27.459774,188.694
18878,135.607512,-27.45291,176.368
18879,135.607386,-27.446358,165.749
18880,135.607294,-27.439563,168.81
18881,135.607227,-27.432982,162.47
18882,135.607314,-27.425828,155.326
18883,135.607104,-27.418774,154.506
18884,135.606872,-27.41227,164.097
18885,135.606502,-27.403655,158.75
18886,135.606927,-27.398714,171.922
18887,135.607486,-27.391926,177.265
18888,135.606637,-27.38467,172.635
18889,135.606717,-27.378684,165.457
18890,135.60658,-27.371359,142.283
18891,135.606308,-27.36453,138.847
18892,135.606756,-27.357922,129.902
18893,135.606064,-27.3506,124.681
18894,135.606622,-27.344994,120.086
18895,135.606885,-27.337368,116.922
18896,135.606657,-27.331004,114.534
18897,135.606908,-27.32427,112.761
18898,135.605721,-27.310307,118.922
18899,135.605825,-27.297075,123.599
18900,135.605556,-27.290268,118.152
18901,135.60623,-27.283893,120.385
18902,135.605963,-27.277016,133.254
18903,135.606211,-27.269974,138.33
18904,135.606259,-27.263864,122.333
18905,135.605902,-27.256783,134.959
18906,135.606279,-27.249961,152.692
18907,135.606585,-27.242794,152.06
18908,135.605517,-27.23578,150.071
18909,135.606242,-27.22953,147.32
18910,135.605644,-27.222763,164.989
18911,135.605923,-27.216014,161.643
18912,135.60565,-27.209369,119.533
18913,135.605781,-27.202051,101.696
18914,135.605698,-27.195904,104.618
18915,135.605792,-27.188653,104.146
18916,135.60613,-27.182325,104.682
18917,135.605657,-27.174556,104.061
18918,135.606016,-27.16806,103.178
18919,135.605405,-27.161261,101.837
18920,135.605756,-27.154808,104.568
18921,135.605593,-27.148478,120.54
18922,135.60518,-27.140955,122.584
18923,135.605303,-27.134601,156.642
18924,135.605861,-27.127949,160.344
18925,135.604772,-27.12085,158.044
18926,135.605486,-27.114494,142.182
18927,135.606046,-27.107291,134.207
18928,135.605474,-27.100926,128.112
18929,135.604749,-27.094122,141.409
18930,135.605675,-27.087473,142.264
18931,135.59706,-27.08773,135.537
18932,135.597564,-27.09387,136.399
18933,135.597841,-27.100838,126.056
18934,135.597944,-27.107987,146.501
18935,135.598085,-27.114007,150.418
18936,135.597782,-27.121461,152.705
18937,135.597547,-27.128268,150.944
18938,135.597936,-27.134637,143.037
18939,135.59805,-27.141174,138.685
18940,135.59777,-27.148542,104.562
18941,135.598408,-27.155443,102.229
18942,135.597925,-27.161906,106.149
18943,135.598363,-27.170125,106.917
18944,135.59817,-27.175733,105.019
18945,135.598548,-27.182361,110.283
18946,135.598857,-27.189376,105.308
18947,135.598182,-27.195894,104.351
18948,135.598024,-27.203222,102.102
18949,135.598073,-27.209321,106.036
18950,135.59814,-27.215726,112.404
18951,135.59881,-27.223449,141.174
18952,135.59851,-27.229104,164.083
18953,135.598961,-27.236702,160.685
18954,135.598938,-27.243471,160.987
18955,135.598262,-27.249976,158.852
18956,135.598788,-27.256474,154.576
